Function,Algorithm,Run,Best
F6,WOA,7,1.984000e+03
F6,WOA,8,3.813000e+03
F6,WOA,9,5.480000e+03
F6,WOA,10,3.056000e+03
F6,WOA,11,2.862000e+03
F6,WOA,12,2.511000e+03
F6,WOA,13,2.600000e+03
F6,WOA,14,2.191000e+03
F6,WOA,15,3.757000e+03
F6,TPE,1,5.161000e+04
F6,TPE,2,6.064200e+04
F6,TPE,3,5.422600e+04
F6,TPE,4,6.575300e+04
F6,TPE,5,5.994600e+04
F6,TPE,6,5.339000e+04
F6,TPE,7,8.015800e+04
F6,TPE,8,6.473000e+04
F6,TPE,9,4.737600e+04
F6,TPE,10,5.504900e+04
F6,TPE,11,8.820500e+04
F6,TPE,12,5.706500e+04
F6,TPE,13,6.473000e+04
F6,TPE,14,3.853200e+04
F6,TPE,15,4.473000e+04
F7,IFPOA-X,1,1.542953e+02
F7,IFPOA-X,2,1.913258e+02
F7,IFPOA-X,3,6.699744e+01
F7,IFPOA-X,4,1.513037e+02
F7,IFPOA-X,5,1.004158e+02
F7,IFPOA-X,6,1.085858e+02
F7,IFPOA-X,7,1.530157e+02
F7,IFPOA-X,8,2.394339e+02
F7,IFPOA-X,9,2.180448e+02
F7,IFPOA-X,10,1.123424e+02
F7,IFPOA-X,11,2.110685e+02
F7,IFPOA-X,12,2.893070e+02
F7,IFPOA-X,13,1.323016e+02
F7,IFPOA-X,14,1.214628e+02
F7,IFPOA-X,15,2.606342e+02
F7,FPA,1,2.424642e+02
F7,FPA,2,1.697554e+02
F7,FPA,3,2.626322e+02
F7,FPA,4,2.864128e+02
F7,FPA,5,3.375362e+02
F7,FPA,6,1.967827e+02
F7,FPA,7,3.064902e+02
F7,FPA,8,3.997964e+02
F7,FPA,9,4.321186e+02
F7,FPA,10,2.622849e+02
F7,FPA,11,2.939331e+02
F7,FPA,12,2.912761e+02
F7,FPA,13,3.512778e+02
F7,FPA,14,2.915251e+02
F7,FPA,15,3.788376e+02
F7,PSO,1,5.253488e+01
F7,PSO,2,1.337022e+02
F7,PSO,3,8.951943e+01
F7,PSO,4,7.002821e+01
F7,PSO,5,1.389127e+02
F7,PSO,6,3.194808e+01
F7,PSO,7,7.370164e+01
F7,PSO,8,1.244522e+02
F7,PSO,9,1.803144e+02
F7,PSO,10,1.330357e+02
F7,PSO,11,1.784102e+02
F7,PSO,12,8.790797e+01
F7,PSO,13,3.005753e+02
F7,PSO,14,1.306332e+02
F7,PSO,15,1.059610e+02
F7,DE,1,1.966027e+02
F7,DE,2,2.008137e+02
F7,DE,3,3.050464e+02
F7,DE,4,1.769586e+02
F7,DE,5,1.178338e+02
F7,DE,6,2.272473e+02
F7,DE,7,3.447796e+02
F7,DE,8,1.340717e+02
F7,DE,9,1.554212e+02
F7,DE,10,3.532254e+02
F7,DE,11,2.395173e+02
F7,DE,12,2.084336e+02
F7,DE,13,2.871351e+02
F7,DE,14,3.301168e+02
F7,DE,15,2.502817e+02
F7,L-SHADE,1,5.017556e+01
F7,L-SHADE,2,4.883194e+01
F7,L-SHADE,3,5.447107e+01
