Function,Algorithm,Run,Best
F6,L-SHADE,4,2.607900e+04
F6,L-SHADE,5,1.647400e+04
F6,L-SHADE,6,1.871200e+04
F6,L-SHADE,7,1.449500e+04
F6,L-SHADE,8,1.466700e+04
F6,L-SHADE,9,2.271500e+04
F6,L-SHADE,10,1.321000e+04
F6,L-SHADE,11,1.628900e+04
F6,L-SHADE,12,1.207400e+04
F6,L-SHADE,13,1.324000e+04
F6,L-SHADE,14,1.859500e+04
F6,L-SHADE,15,1.747700e+04
F6,GWO,1,1.180400e+04
F6,GWO,2,1.312900e+04
F6,GWO,3,5.605000e+03
F6,GWO,4,1.407100e+04
F6,GWO,5,1.565600e+04
F6,GWO,6,1.231400e+04
F6,GWO,7,1.065400e+04
F6,GWO,8,9.883000e+03
F6,GWO,9,8.533000e+03
F6,GWO,10,6.874000e+03
F6,GWO,11,1.209200e+04
F6,GWO,12,1.163300e+04
F6,GWO,13,4.147000e+03
F6,GWO,14,7.754000e+03
F6,GWO,15,1.191500e+04
F6,WOA,1,4.864600e+04
F6,WOA,2,3.801400e+04
F6,WOA,3,4.656900e+04
F6,WOA,4,4.960400e+04
F6,WOA,5,4.614200e+04
F6,WOA,6,4.126600e+04
F6,WOA,7,5.383300e+04
F6,WOA,8,4.949500e+04
F6,WOA,9,4.681900e+04
F6,WOA,10,4.806400e+04
F6,WOA,11,4.466900e+04
F6,WOA,12,2.919700e+04
F6,WOA,13,3.623800e+04
F6,WOA,14,3.715100e+04
F6,WOA,15,2.873400e+04
F6,TPE,1,2.855200e+04
F6,TPE,2,3.414000e+04
F6,TPE,3,4.216500e+04
F6,TPE,4,3.475600e+04
F6,TPE,5,4.930200e+04
F6,TPE,6,3.525100e+04
F6,TPE,7,3.332700e+04
F6,TPE,8,1.354000e+04
F6,TPE,9,4.081900e+04
F6,TPE,10,2.475900e+04
F6,TPE,11,3.670100e+04
F6,TPE,12,2.965800e+04
F6,TPE,13,2.823100e+04
F6,TPE,14,2.574800e+04
F6,TPE,15,2.474400e+04
F7,IFPOA-X,1,7.007825e+01
F7,IFPOA-X,2,2.646925e+01
F7,IFPOA-X,3,4.008848e+01
F7,IFPOA-X,4,3.860412e+01
F7,IFPOA-X,5,3.302994e+01
F7,IFPOA-X,6,4.209064e+01
F7,IFPOA-X,7,6.774330e+01
F7,IFPOA-X,8,6.005866e+01
F7,IFPOA-X,9,2.905595e+01
F7,IFPOA-X,10,7.097669e+01
F7,IFPOA-X,11,3.752035e+01
F7,IFPOA-X,12,5.518121e+01
F7,IFPOA-X,13,5.397393e+01
F7,IFPOA-X,14,3.723016e+01
F7,IFPOA-X,15,5.252225e+01
F7,FPA,1,7.149031e+01
F7,FPA,2,3.418051e+01
F7,FPA,3,1.195536e+02
F7,FPA,4,7.017492e+01
F7,FPA,5,9.307438e+01
F7,FPA,6,6.901339e+01
F7,FPA,7,7.111376e+01
F7,FPA,8,1.108811e+02
F7,FPA,9,6.698946e+01
F7,FPA,10,6.640736e+01
F7,FPA,11,6.016085e+01
F7,FPA,12,6.380349e+01
F7,FPA,13,3.968676e+01
F7,FPA,14,5.380325e+01
F7,FPA,15,1.300613e+02
F7,PSO,1,3.380409e+01
F7,PSO,2,2.227714e+01
F7,PSO,3,2.610473e+01
F7,PSO,4,3.500074e+01
F7,PSO,5,4.769082e+01
F7,PSO,6,9.970386e+00
F7,PSO,7,2.579128e+01
F7,PSO,8,7.233062e+01
F7,PSO,9,2.356419e+01
F7,PSO,10,1.865168e+01
F7,PSO,11,9.549547e+00
F7,PSO,12,2.197698e+01
F7,PSO,13,2.156111e+01
F7,PSO,14,1.574209e+01
F7,PSO,15,1.260637e+01
F7,DE,1,1.482946e+02
F7,DE,2,1.475045e+02
F7,DE,3,6.720539e+01
F7,DE,4,7.471765e+01
F7,DE,5,1.088390e+02
F7,DE,6,9.784524e+01
F7,DE,7,1.454600e+02
F7,DE,8,1.632542e+02
F7,DE,9,4.306623e+01
F7,DE,10,6.956644e+01
F7,DE,11,1.032773e+02
F7,DE,12,8.502376e+01
F7,DE,13,8.528133e+01
