Function,Variant,Run,Best
F11,IFPOA-X (no JADE),8,7.811513e-06
F11,IFPOA-X (no JADE),9,2.412564e-06
F11,IFPOA-X (no JADE),10,1.475903e-10
F11,IFPOA-X (no JADE),11,1.813212e-04
F11,IFPOA-X (no JADE),12,2.766605e-10
F11,IFPOA-X (no JADE),13,3.988800e-10
F11,IFPOA-X (no JADE),14,5.754930e-09
F11,IFPOA-X (no JADE),15,1.187896e-06
F11,IFPOA-X (no JADE),16,4.727732e-08
F11,IFPOA-X (no JADE),17,2.330008e-08
F11,IFPOA-X (no JADE),18,4.495619e-09
F11,IFPOA-X (no JADE),19,6.541968e-07
F11,IFPOA-X (no JADE),20,4.284018e-02
F11,IFPOA-X (no Bandit),1,3.660503e-02
F11,IFPOA-X (no Bandit),2,3.425415e+00
F11,IFPOA-X (no Bandit),3,8.517777e-01
F11,IFPOA-X (no Bandit),4,1.132268e+00
F11,IFPOA-X (no Bandit),5,1.037647e+00
F11,IFPOA-X (no Bandit),6,1.027899e+00
F11,IFPOA-X (no Bandit),7,3.986054e-01
F11,IFPOA-X (no Bandit),8,1.089407e+00
F11,IFPOA-X (no Bandit),9,7.278392e-02
F11,IFPOA-X (no Bandit),10,1.018245e+00
F11,IFPOA-X (no Bandit),11,1.030951e+00
F11,IFPOA-X (no Bandit),12,7.602803e-01
F11,IFPOA-X (no Bandit),13,4.922237e-01
F11,IFPOA-X (no Bandit),14,1.067083e+00
F11,IFPOA-X (no Bandit),15,1.082871e+00
F11,IFPOA-X (no Bandit),16,2.290741e+00
F11,IFPOA-X (no Bandit),17,1.047399e+00
F11,IFPOA-X (no Bandit),18,7.471018e-01
F11,IFPOA-X (no Bandit),19,9.964792e-01
F11,IFPOA-X (no Bandit),20,9.400835e-01
F11,IFPOA-X (base/FPA),1,2.070854e+02
F11,IFPOA-X (base/FPA),2,2.050121e+02
F11,IFPOA-X (base/FPA),3,2.050923e+02
F11,IFPOA-X (base/FPA),4,1.439092e+02
F11,IFPOA-X (base/FPA),5,1.482136e+02
F11,IFPOA-X (base/FPA),6,2.245657e+02
F11,IFPOA-X (base/FPA),7,2.002619e+02
F11,IFPOA-X (base/FPA),8,2.208316e+02
F11,IFPOA-X (base/FPA),9,1.783272e+02
F11,IFPOA-X (base/FPA),10,2.102031e+02
F11,IFPOA-X (base/FPA),11,2.284958e+02
F11,IFPOA-X (base/FPA),12,1.133666e+02
F11,IFPOA-X (base/FPA),13,2.324636e+02
F11,IFPOA-X (base/FPA),14,2.074767e+02
F11,IFPOA-X (base/FPA),15,1.452993e+02
F11,IFPOA-X (base/FPA),16,2.040526e+02
F11,IFPOA-X (base/FPA),17,2.211781e+02
F11,IFPOA-X (base/FPA),18,1.647025e+02
F11,IFPOA-X (base/FPA),19,1.684809e+02
F11,IFPOA-X (base/FPA),20,1.905293e+02
F12,IFPOA-X (no OBL),1,1.455446e+07
F12,IFPOA-X (no OBL),2,2.273636e+07
F12,IFPOA-X (no OBL),3,3.585918e+07
F12,IFPOA-X (no OBL),4,2.724152e+07
F12,IFPOA-X (no OBL),5,1.629658e+07
F12,IFPOA-X (no OBL),6,1.177871e+07
F12,IFPOA-X (no OBL),7,1.236416e+07
F12,IFPOA-X (no OBL),8,1.417240e+07
F12,IFPOA-X (no OBL),9,2.502404e+07
F12,IFPOA-X (no OBL),10,7.809830e+07
F12,IFPOA-X (no OBL),11,2.282340e+07
F12,IFPOA-X (no OBL),12,2.049738e+07
F12,IFPOA-X (no OBL),13,1.467838e+07
F12,IFPOA-X (no OBL),14,1.526585e+07
F12,IFPOA-X (no OBL),15,2.835109e+07
F12,IFPOA-X (no OBL),16,7.699313e+07
F12,IFPOA-X (no OBL),17,2.885236e+07
F12,IFPOA-X (no OBL),18,1.593780e+07
F12,IFPOA-X (no OBL),19,2.196878e+07
F12,IFPOA-X (no OBL),20,1.810068e+07
F12,IFPOA-X (no JADE),1,7.100199e-01
F12,IFPOA-X (no JADE),2,1.418321e+00
F12,IFPOA-X (no JADE),3,1.199930e+00
F12,IFPOA-X (no JADE),4,7.862556e-01
F12,IFPOA-X (no JADE),5,7.197113e-01
F12,IFPOA-X (no JADE),6,6.912228e-01
F12,IFPOA-X (no JADE),7,7.294444e-01
F12,IFPOA-X (no JADE),8,1.153879e+00
F12,IFPOA-X (no JADE),9,9.463933e-01
F12,IFPOA-X (no JADE),10,1.375932e+00
F12,IFPOA-X (no JADE),11,1.254345e+00
F12,IFPOA-X (no JADE),12,7.931135e-01
F12,IFPOA-X (no JADE),13,7.819148e-01
F12,IFPOA-X (no JADE),14,1.321496e+00
F12,IFPOA-X (no JADE),15,1.319909e+00
F12,IFPOA-X (no JADE),16,8.930925e-01
F12,IFPOA-X (no JADE),17,1.099925e+00
F12,IFPOA-X (no JADE),18,7.504486e-01
F12,IFPOA-X (no JADE),19,1.296140e+00
F12,IFPOA-X (no JADE),20,1.343800e+00
F12,IFPOA-X (no Bandit),1,1.350678e+00
F12,IFPOA-X (no Bandit),2,1.606724e+00
F12,IFPOA-X (no Bandit),3,1.487755e+00
F12,IFPOA-X (no Bandit),4,1.034309e+00
F12,IFPOA-X (no Bandit),5,1.976628e+00
F12,IFPOA-X (no Bandit),6,1.551974e+00
F12,IFPOA-X (no Bandit),7,1.631956e+00
F12,IFPOA-X (no Bandit),8,1.723353e+00
F12,IFPOA-X (no Bandit),9,1.943912e+00
F12,IFPOA-X (no Bandit),10,9.330404e-01
F12,IFPOA-X (no Bandit),11,2.286973e+00
F12,IFPOA-X (no Bandit),12,2.435129e+00
F12,IFPOA-X (no Bandit),13,1.279183e+00
F12,IFPOA-X (no Bandit),14,1.409298e+00
F12,IFPOA-X (no Bandit),15,1.182297e+00
F12,IFPOA-X (no Bandit),16,2.741204e+00
F12,IFPOA-X (no Bandit),17,1.236160e+00
F12,IFPOA-X (no Bandit),18,1.455030e+00
F12,IFPOA-X (no Bandit),19,2.075748e+00
F12,IFPOA-X (no Bandit),20,1.111466e+00
F12,IFPOA-X (base/FPA),1,4.428183e+07
F12,IFPOA-X (base/FPA),2,3.394377e+07
F12,IFPOA-X (base/FPA),3,8.407527e+06
F12,IFPOA-X (base/FPA),4,8.133096e+06
F12,IFPOA-X (base/FPA),5,7.488579e+06
F12,IFPOA-X (base/FPA),6,8.677186e+06
F12,IFPOA-X (base/FPA),7,2.814730e+07
F12,IFPOA-X (base/FPA),8,2.566819e+07
F12,IFPOA-X (base/FPA),9,8.180488e+07
F12,IFPOA-X (base/FPA),10,5.730088e+07
F12,IFPOA-X (base/FPA),11,2.706172e+07
F12,IFPOA-X (base/FPA),12,2.396392e+07
F12,IFPOA-X (base/FPA),13,4.335865e+07
F12,IFPOA-X (base/FPA),14,4.681688e+07
F12,IFPOA-X (base/FPA),15,1.659552e+07
F12,IFPOA-X (base/FPA),16,4.342239e+07
F12,IFPOA-X (base/FPA),17,1.117477e+07
F12,IFPOA-X (base/FPA),18,3.579213e+07
F12,IFPOA-X (base/FPA),19,1.054127e+07
F12,IFPOA-X (base/FPA),20,1.167412e+08
F13,IFPOA-X (no OBL),1,1.890250e+08
F13,IFPOA-X (no OBL),2,9.944976e+07
F13,IFPOA-X (no OBL),3,8.558423e+07
F13,IFPOA-X (no OBL),4,8.360408e+07
F13,IFPOA-X (no OBL),5,1.535956e+08
F13,IFPOA-X (no OBL),6,4.880958e+07
F13,IFPOA-X (no OBL),7,7.500245e+07
F13,IFPOA-X (no OBL),8,1.418363e+08
F13,IFPOA-X (no OBL),9,1.548870e+08
F13,IFPOA-X (no OBL),10,9.171451e+07
F13,IFPOA-X (no OBL),11,1.008301e+08
F13,IFPOA-X (no OBL),12,3.088059e+07
F13,IFPOA-X (no OBL),13,1.094908e+08
F13,IFPOA-X (no OBL),14,3.183363e+07
F13,IFPOA-X (no OBL),15,1.073296e+07
F13,IFPOA-X (no OBL),16,1.393507e+08
F13,IFPOA-X (no OBL),17,4.129473e+07
F13,IFPOA-X (no OBL),18,4.479921e+07
F13,IFPOA-X (no OBL),19,9.935974e+07
F13,IFPOA-X (no OBL),20,9.044376e+07
F13,IFPOA-X (no JADE),1,2.845505e+00
F13,IFPOA-X (no JADE),2,2.997243e+00
F13,IFPOA-X (no JADE),3,2.856233e+00
F13,IFPOA-X (no JADE),4,2.911937e+00
F13,IFPOA-X (no JADE),5,2.846069e+00
F13,IFPOA-X (no JADE),6,2.901027e+00
F13,IFPOA-X (no JADE),7,2.997134e+00
F13,IFPOA-X (no JADE),8,2.903649e+00
F13,IFPOA-X (no JADE),9,2.910992e+00
F13,IFPOA-X (no JADE),10,2.933461e+00
F13,IFPOA-X (no JADE),11,2.997128e+00
F13,IFPOA-X (no JADE),12,2.996511e+00
F13,IFPOA-X (no JADE),13,2.996293e+00
F13,IFPOA-X (no JADE),14,2.940340e+00
F13,IFPOA-X (no JADE),15,2.905790e+00
F13,IFPOA-X (no JADE),16,2.737749e+00
F13,IFPOA-X (no JADE),17,2.900888e+00
F13,IFPOA-X (no JADE),18,2.593708e+00
F13,IFPOA-X (no JADE),19,3.023948e+00
F13,IFPOA-X (no JADE),20,2.996135e+00
F13,IFPOA-X (no Bandit),1,3.734458e+00
F13,IFPOA-X (no Bandit),2,5.274049e+00
F13,IFPOA-X (no Bandit),3,4.355411e+00
F13,IFPOA-X (no Bandit),4,6.825414e+00
F13,IFPOA-X (no Bandit),5,3.070927e+00
F13,IFPOA-X (no Bandit),6,4.997146e+00
F13,IFPOA-X (no Bandit),7,2.998506e+00
F13,IFPOA-X (no Bandit),8,3.186825e+00
F13,IFPOA-X (no Bandit),9,4.216354e+00
F13,IFPOA-X (no Bandit),10,3.305121e+00
F13,IFPOA-X (no Bandit),11,3.384744e+00
F13,IFPOA-X (no Bandit),12,5.281003e+00
F13,IFPOA-X (no Bandit),13,3.162183e+00
F13,IFPOA-X (no Bandit),14,3.156098e+00
F13,IFPOA-X (no Bandit),15,2.937675e+00
F13,IFPOA-X (no Bandit),16,3.139341e+00
F13,IFPOA-X (no Bandit),17,3.219735e+00
F13,IFPOA-X (no Bandit),18,3.663120e+00
F13,IFPOA-X (no Bandit),19,3.446104e+00
F13,IFPOA-X (no Bandit),20,3.003588e+00
F13,IFPOA-X (base/FPA),1,1.111055e+08
F13,IFPOA-X (base/FPA),2,1.628429e+08
F13,IFPOA-X (base/FPA),3,4.317999e+07
F13,IFPOA-X (base/FPA),4,1.070598e+08
F13,IFPOA-X (base/FPA),5,2.629975e+07
F13,IFPOA-X (base/FPA),6,1.274513e+08
F13,IFPOA-X (base/FPA),7,7.730768e+07
F13,IFPOA-X (base/FPA),8,5.642558e+07
F13,IFPOA-X (base/FPA),9,9.023951e+07
F13,IFPOA-X (base/FPA),10,5.992159e+07
F13,IFPOA-X (base/FPA),11,3.207348e+07
F13,IFPOA-X (base/FPA),12,6.735229e+07
F13,IFPOA-X (base/FPA),13,1.572865e+08
F13,IFPOA-X (base/FPA),14,1.308156e+08
F13,IFPOA-X (base/FPA),15,2.402557e+08
F13,IFPOA-X (base/FPA),16,4.645726e+07
F13,IFPOA-X (base/FPA),17,4.160748e+07
F13,IFPOA-X (base/FPA),18,8.088133e+07
F13,IFPOA-X (base/FPA),19,1.125488e+08
F13,IFPOA-X (base/FPA),20,5.863528e+07
